regulatoryGene,targetGene,cor,p.adj
FBgn0036470,FBgn0267213,0.991293377932711,1.63926373369776e-06
FBgn0082922,FBgn0262594,1,2.2250738585072e-308
FBgn0262944,FBgn0051614,1,2.2250738585072e-308
FBgn0004183,FBgn0262996,1,2.2250738585072e-308
FBgn0011910,FBgn0030384,1,2.2250738585072e-308
FBgn0003931,FBgn0036320,1,2.2250738585072e-308
FBgn0265148,FBgn0265733,1,2.2250738585072e-308
FBgn0267520,FBgn0264885,0.999790061762314,2.31284360443181e-11
FBgn0265696,FBgn0051939,1,2.2250738585072e-308
FBgn0262944,FBgn0086052,1,2.2250738585072e-308
FBgn0086052,FBgn0261681,1,2.2250738585072e-308
FBgn0032839,FBgn0262786,1,2.2250738585072e-308
FBgn0030671,FBgn0036767,0.992306330481595,1.13196036922703e-06
FBgn0053237,FBgn0034825,0.994583127998085,3.95748854597266e-07
FBgn0004052,FBgn0020880,1,2.2250738585072e-308
FBgn0032868,FBgn0051600,1,2.2250738585072e-308
FBgn0053897,FBgn0265526,1,2.2250738585072e-308
FBgn0021776,FBgn0053899,0.999726468017878,5.11534873807139e-11
FBgn0265696,FBgn0029965,1,2.2250738585072e-308
FBgn0053239,FBgn0036490,1,2.2250738585072e-308
FBgn0261523,FBgn0038186,1,2.2250738585072e-308
FBgn0267634,FBgn0262356,1,2.2250738585072e-308
FBgn0085327,FBgn0034105,1,2.2250738585072e-308
FBgn0266169,FBgn0265851,1,2.2250738585072e-308
FBgn0267143,FBgn0053243,1,2.2250738585072e-308
FBgn0038941,FBgn0262875,1,2.2250738585072e-308
FBgn0034839,FBgn0085464,1,2.2250738585072e-308
FBgn0053240,FBgn0034097,1,2.2250738585072e-308
FBgn0044810,FBgn0033141,0.997743625579909,2.86706984460765e-08
FBgn0053239,FBgn0038123,1,2.2250738585072e-308
FBgn0053245,FBgn0267120,1,2.2250738585072e-308
FBgn0050211,FBgn0265064,1,2.2250738585072e-308
FBgn0002838,FBgn0267592,1,2.2250738585072e-308
FBgn0262485,FBgn0262536,1,2.2250738585072e-308
FBgn0052053,FBgn0034423,1,2.2250738585072e-308
FBgn0036327,FBgn0040904,0.99477023934676,3.56188952718743e-07
FBgn0262581,FBgn0265593,1,2.2250738585072e-308
FBgn0019828,FBgn0052463,0.99460314492403,3.91383710313632e-07
FBgn0002629,FBgn0004372,1,2.2250738585072e-308
FBgn0029940,FBgn0267491,0.993700671736894,6.21968861047708e-07
FBgn0267419,FBgn0265307,1,2.2250738585072e-308
FBgn0039086,FBgn0266568,1,2.2250738585072e-308
FBgn0039086,FBgn0265870,1,2.2250738585072e-308
FBgn0267683,FBgn0262534,0.990956583470519,1.83648468797434e-06
FBgn0259230,FBgn0262816,1,2.2250738585072e-308
